,game_id,genres,tags,release_date,rating
13340,12210,"['Adventure', 'Action']","['city', 'Gay']",2010-10-27,4.54
13341,80360,"['Indie', 'Adventure']","['Singleplayer', 'Steam Achievements', 'Atmospheric', 'steam-trading-cards', 'Story Rich', '2D', 'Third Person', 'Female Protagonist', 'Pixel Graphics', 'Point & Click', 'Mystery', 'Detective', 'Noir', 'Supernatural']",2011-10-12,3.88
13342,1290710,['Shooter'],"['2D', 'Short', 'Bullet Hell', 'Parody', 'gdevelop']",2022-08-19,0.0
13343,607080,"['Platformer', 'Action']","['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Third Person', 'Partial Controller Support', 'Funny', 'Classic', 'Exploration', 'Comedy', 'Action-Adventure', 'Cute', '3D', '3D Vision', 'Surreal', '3D Platformer', 'Cartoony', 'Cult Classic', 'Psychological']",2005-04-01,4.04
13344,927350,"['Massively Multiplayer', 'Adventure', 'Action', 'RPG']","['Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'RPG', 'Co-op', 'cooperative', 'First-Person', 'FPS', 'Online Co-Op', 'Fantasy', 'Violent', 'Stealth', 'Action RPG', 'Action-Adventure', 'Dark', 'Cross-Platform Multiplayer', 'PvP', 'Medieval', 'combat', '3D', 'Steam Trading Cards', 'online', 'Online PvP', 'Blood', 'battle', 'Loot', 'character', 'Heist', 'console', 'offline', 'weapons', 'hero', 'gold']",2021-05-10,2.82
13345,229100,"['Massively Multiplayer', 'Action', 'RPG']","['RPG', 'Open World', 'Fantasy', 'Free to Play', 'mmo', 'MMORPG', 'Dragons']",2013-09-18,2.25
13346,492490,"['Indie', 'Action']","['Singleplayer', 'steam-trading-cards', 'Zombies', 'Fast-Paced', ""Shoot 'Em Up""]",2016-06-17,0.0
13347,383240,"['Indie', 'Adventure']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', '2D']",2014-08-01,0.0
13348,668210,"['Adventure', 'Action', 'Casual', 'Arcade', 'Indie']","['Singleplayer', 'Steam Achievements', 'Full controller support', '2D']",2018-01-24,4.14
13349,442110,[],['jam'],2019-06-13,0.0
13350,212240,[],['jam'],2019-06-13,0.0
13351,883710,"['Shooter', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Story Rich', 'Third Person', 'Horror', 'Gore', 'Classic', 'Survival', 'Violent', 'Action-Adventure', 'Dark', 'Zombies', 'Survival Horror', 'Remake', '3rd-Person Perspective', 'Blood', 'Psychological', 'first person mod']",2019-01-25,4.49
13352,61700,[],['Singleplayer'],1993-06-11,4.48
13353,259980,"['Casual', 'Indie']","['Singleplayer', 'Multiplayer', 'Funny', 'Comedy']",2013-11-05,3.31
13354,590590,"['Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Third Person', 'Horror', 'Gore', 'Difficult', 'Classic', 'Female Protagonist', 'Survival', 'Third-Person Shooter', 'Zombies', 'Survival Horror', 'Remake', 'tank controls', 'fixed camera']",2016-01-19,3.83
13355,250640,"['Casual', 'Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Great Soundtrack', 'Partial Controller Support', 'Fantasy', 'Steam Leaderboards', 'Female Protagonist', 'Controller', 'Anime', 'Hack and Slash', 'Character Customization', 'Cute', 'Fast-Paced', 'Dungeon Crawler', 'Character Action Game']",2019-11-18,0.0
13356,376680,[],['jam'],2019-06-13,0.0
13357,346770,['Arcade'],[],2015-10-23,0.0
13358,799500,[],['jam'],2019-06-13,0.0
13359,683730,[],['jam'],2019-06-13,0.0
13360,527700,[],['jam'],2019-06-13,0.0
13361,470780,"['Indie', 'Puzzle']","['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Fantasy', 'Cute', 'Hand-drawn', 'love', 'strange', 'memories', 'colour', 'loss', 'caterpillar', 'remember']",2017-01-17,3.22
13362,15560,"['Indie', 'Action', 'Sports']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'First-Person', 'Funny', 'Steam Leaderboards', 'Comedy', 'VR', 'Score Attack']",2011-11-23,2.69
13363,33790,['Casual'],"['Singleplayer', 'Hidden Object']",2011-06-09,0.0
13364,623280,"['Strategy', 'RPG']","['Singleplayer', 'RPG', 'Fantasy']",2011-02-04,2.65
13365,65720,"['Shooter', 'Strategy', 'Action']",[],2010-11-30,3.42
13366,695100,[],['jam'],2019-06-13,0.0
13367,834450,[],['jam'],2019-06-13,0.0
